text,category
"গ্রাহক , ডাক্তার ভাইকে প্রশ্ন করার জন্য আপনাকে ধন্যবাদ । আপনি একজন এন্ডোক্রাইনোলজিস্ট বা হরমোন বিশেষজ্ঞের সাথে সাক্ষাত করে তার দেয়া পরামর্শ অনুযায়ী ঔষধ সেবন করুন । ধন্যবাদ ।",doctor
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । সাপসিটরি দিনে ৭ - ৮ ঘণ্টা পর পর মোট ৩ বার ব্যাবহার করা যাবে । ধন্যবাদ,medicine
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । আপনি Tab Tufnil 200mg ১ টা খেতে পারেন একজন Medicine specialist এরপরামর্শ নিতে পারেন ধন্যবাদ,medicine
আমার মায়ের বয়স ৪০ + তার মাঝে মাঝে অনেক শরীর ব্যাথা হয় । শরীর ব্যাথা হলে তার করনীয় জানাবেন । ধন্যবাদ ।,symptoms
Thank you for asking your question to daktarbhai . Apni akjon pediatric doctor er shate consult korun .,doctor
"ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । বাঁচার যদি অতিরিক্ত আমাশয় সাথে বমি থাকে বাচ্চা যদি বমি এবং পাতলা পায়খানার কারণে নিতান্ত দুর্বল হয়ে যায় সে ক্ষেত্রে Ciprocin Syrup , বয়স ও ওজন অনুযায়ী বাচ্চাদের ১ / ২ , ১ অথবা দুই চামচ করে দেয়া যাবে । ধন্যবাদ",symptoms
"ধন্যবাদ আপনাকে প্রশ্ন করার জন্য । আপনি পুষ্টিকর খাবার , সুষম খাদ্য , পানি পান করুন । পর্যাপ্ত ঘুমান । প্রয়োজনে আপনি ডাক্তারভাই এপ্লিকেশন থেকে ' Video Call To A Doctor ' সার্ভিসটি ব্যবহার করে একজন গাইনি বিশেষজ্ঞ ডাক্তারের এপয়েন্টমেন্ট নিয়ে ভিডিও কল এ কথা বলতে পারেন এবং আপনার রিপোর্ট র ছবি তুলে ডাক্তার কে পাঠাতে পারবেন । ডাক্তারএর লেখা প্রেস্ক্রিপশন আপনি আপনার এপ্লিকেশন এ পেয়ে যাবেন । ধন্যবাদ",nutrition
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনার বাচ্চাকে দ্রুত একজন নাক কান গলা ও শিশু বিশেষজ্ঞ কে দেখিয়ে প্রয়োজনীয় চিকিৎসা নিন । ধন্যবাদ ।,doctor
আপনার প্রশ্নের জন্য ধন্যবাদ । আপনার সমস্যা গুরুতর । অতিসত্বর নিকটবর্তী হাসপাতালের জরুরি বিভাগে যান । ক্যাথেটার করতে হবে । ধন্যবাদ,emergency
"pre - qu , বয়স ৩২ , মাথা সোজা করে বসতে অসুবিধা হয় । শুয়ে থাকলে ভালো লাগে । না এটা সবসময় হয়না ।",symptoms
"আমার ছেলের বয়ষ ১৬ মাস , কয়েকদিন পরপর মুখের ভিতর বিশেষ করে জিহ্বায় খোলস উঠে যা খাবার খাওয়াতে খুব সমস্যা হয় , একেবারে খেতে চায়না , নাইস্টেট দিয়েছি বেশ কয়েকবার , কিছুদিন ভালো থাকে আবার হয়এছাড়া মাইক্রো ওয়েল জেল ও ব্যবহার করেছি তাও ভালো হয়নি , জোর করে খাবার খাওয়াতে হয় , এ ক্ষেত্রে কি করতে পারি জানালে উপকৃত হবো . . . .",nutrition
"গত চার পাঁচ দিন ধরে হালকা ঠান্ডা । গলা ব্যথা , বুকের ভিতর কফ জমে আছে । কালকে থেকে হালকা জ্বর জ্বর লাগছে । কি ওষুধ খাওয়া যেতে পারে ?",fever
ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । অবশ্যই জরুরি ভিত্তিতে এই মুহূর্তেই শিশু বিশেষজ্ঞের পরামর্শ নিন ‌ । ধন্যবাদ,emergency
আমার ওয়াইফের কিছু দিন যাবত তার ডান পাশের Breast খুব ব্যাথা করছে । বাম পাশ অল্প । কিন্তু ডান পাশে এত বেশি ব্যাথা যে ডান হাত দিয়ে কোন ভারি কাজ ও করতে পারছে না । এই অবস্থা এখন কোন ডাক্তার ও দেখাতে পাচ্ছিনা । আশেপাশে সব চেম্বার বন্ধ । প্রাথমিক ভাবে এখন কি করা যেতে পারে ?,symptoms
"ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । না বুক পরিক্ষা করে ত বলা যায় না , আপনি chest xray করে শিশু বিশেষজ্ঞের পরামর্শ নিন ।",doctor
ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । আপনি মেডিসিন বিশেষজ্ঞ অথবা কার্ডিওলজিস্ট দেখাতে পারেন । ধন্যবাদ,doctor
"নিচের দিকে ঝুকলে , বা নামাযে রুকু , সিজদাই গিলে কাপালে কেমন যেন মাঝে ব্যথাচ্ছে , মনে হচ্ছে ২সাইট থেকে পানি এসে কপালের মাঝে জমা হচ্ছে , ঠান্ডা লাগছে",symptoms
"আমি < NAME > ! রোগঃ ডাষ্ট এর্লাজি , বয়স ২৭ , বর্তমান alcet 5 চলতেছে ২ মাস যাবত ! ঔষধ বাধ দিল , পুনরায় সর্দি হাছি চলে আসে । এখন কি ? করবো",fever
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ আপনি NAN 1 খাওয়াতে পারেন একজন শিশু Specialist এর পরামর্শ নিতে পারেন ধন্যবাদ,doctor
ডাক্তার ভাইতে প্রশ্ন করার জন্যে আপনাকে ধন্যবাদ । এরিথ্রোমাইসিন ৭ দিন খাওয়ান । নাপা খাওয়ান প্রয়োজন মত । এরিথ্রোমাইসিন কে একটু সময় দিতে হবে । কোভিড টেস্ট করে নিতে পারেন ।,fever
Thank You for your question . You can try meditation . Counseling will help you to get rid of this problem . You can visit a psychiatrist . Thank You,doctor
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । প্রেগন্যান্সির সময় যত কম ঔষধ খাওয়া যায় ততই ভাল । এতে বাচ্চা ও মায়ের ক্ষতির সম্ভাবনা কম থাকে । আপনি আয়রন ও ক্যালসিয়াম খান । একজন গাইনী ডাক্তার কে দেখিয়ে নিন । ধন্যবাদ,symptoms
Thanks for your question to daktar Bhai . Please give him warm water bath and massage his belly very softly with warm clothes . And visit a child doctor . Thanks,doctor
ডাক্তার ভাইতে প্রশ্ন করার জন্য আপনাকে ধন্যবাদ । । tab - algin 50 mg 1 + 1 + 1 ভরা পেটে খাবে ব্যাথা থাকলে । cap - sergel 20 mg 1 + 0 + 1 খাবার আগে ৩ দিন । যেহেতু সময় হয়ে যাচ্ছে তাই একজন গাইনি ডাক্তার অথবা হসপিটালে দেখিয়ে নিন ।,nutrition
"হাই প্রেসার এর জন্য মেডিসিন বিশেষজ্ঞ দের কাছে পরামর্শ নিয়ে পরীক্ষা করে olmezest am 5 / 20 , ribotril 0 . 5 খাইতেছি তবুও সম্পুর্ণ সুস্থ মনে হয় না",symptoms
"ডাক্তার ভাইকে প্রশ্ন করার জন্য আপনাকে ধন্যবাদ ৷ আপনি জরের জন্য napa extend ১ + ১ + ১ - ৩ দিন । ভরা পেটে খাবেন । সাথে tabe rabe 20 mg - - ১ + ০ + ১ - - ৫ দিন খাবেন বমির জন্য tab . omidon 10mg - - ১ + ১ + ১ - - ৩ দিন খাবেন ৷ জর যদি ৩ দিন এর মধ্যে হয় তাহলে NS1 antigen for dengue করাবেন । আর ৩ দিন এর বেশি হলে dengue IgG , IgM করাবেন । সাথে RT PCR for covid 19 , widal test করাবেন । ধন্যবাদ ।",symptoms
Ami paromita . Amar age 22 . Amar 2 year er 1 ta baby ache . to Amar problem holo Ami goto 1 month theke Amar Dan side er breast a betha onuvob korchi . baby k khawate gele vetor theke onek betha lagche . Ami hat diye kono shokto gota Kichu paini . othocho baby k breastfeeding korale niple shoho vetore betha lage . to ami etar treatment chacchilam . . .,symptoms
"Thank you for asking your question to daktarbhai . Anustat ointment , apni anus er bahirew use korte parben . Ar anus er hygiene maintain korben .",medicine
Thank you for asking question . You can consult with a medicine specialist . Detailed history and physical examination is needed for the diagnosis . Thank you .,doctor
Syrup Boxol 2 spoon kore dine 3 Bela for 7 days Tab . Monas 10mg 0 + 0 + 1 for 15 days Eteo Valo na hole please do a chest x - ray PA view and show a doctor . Thanks,medicine
আমার স্ত্রীর ২তৃতীয় বার গর্ভ ৯ মাস চলছে এমন অবস্থা আজকে তল পেটে খিল লেগে বেদনা হচ্ছে আর ভুমি ভুমি হচ্ছে মাজা বেদনা হচ্ছে,symptoms
"ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । tab . neuro - b 1 + 0 + 1 . . . চলবে , tab . nervex 0 . 5 mg 1 + 1 + 1 . . . ১মাস ৫বার করে হাতের আন্ঙুল মুষ্টিবন্ধ করবেন ও খুলবেন দিনে ৩ - ৪বার ।",medicine
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ আপনি যে ঔষধ খাওয়াচ্ছেন তা খাওয়াতে থাকেন । আপনি Covid 19 এবং CBC পরীক্ষা দুটি করাবেন আপনি একজন Medicine specialist এর পরামর্শ নিতে পারেন । ধন্যবাদ,doctor
"সার লোবেক পেইন আছে সকালে ব্যায়াম করি , দিনে ব্যাথা নাই রাতে হাল্কা ব্যাথা , ওষুধ খাই না naprosin jel দেওয়া যাবে কি",symptoms
", , , আমি আজ তিন দিন হল আমার একটা আক্কেল দাত অপারেশন করে ফেলেছি , সেলাই লেগেছে , এখন আমার খুব প্রচন্ড বেথা করতেছে মনে হচ্ছে পাগল হয়ে যাব ডাঃ মোতাবেক ঔষধ খাচ্ছি কিন্তু বেথা বেশি , , এখন এমন একটা ঔষধ এর নাম বলে দিন যাতে বেথা কমে , , , , এবং এর মধ্যে কি লেবু রস খাওয়া যাবে কি না তা একটু জানাবেন , , , ধন্যবাদ",symptoms
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । একজন Rheumatologist এর সাথে দেখা করে সরাসরি পরামর্শ নিন । ধন্যবাদ ।,doctor
"আমার স্ত্রীর যোনিপতের মুখে মাংসের টুকরার মত দেখা যায় । আজকে দেখি , এর আগে দেখি নাই । বয়স ২৯ বছর । বেবি কনসিভ হওয়ার ঔষধ চলছে ১ মাস হয় । এখন কি করতে পারি জানালে উপকৃত হব । ধন্যবাদ ।",symptoms
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । পায়খানার সাথে স্বাভাবিক অবস্থায় এমন কিছু যাওয়ার কথা না । আপনি stool routine examination পরিক্ষা করান । একজন গেস্ট্রোএন্টারোলোজিস্ট ডাক্তারকে দেখিয়ে নিতে পারেন । ধন্যবাদ,doctor
আমার গত সপ্তাহ টনসিল ও জ্বর হয়েছিল ৭ দিন Tab - zimax - 500 mg খেয়ছি । এখন ভাল হয়েছে কিন্তু ঠুটে জ্বর ঠুসা ভাল হয়তেছে না । শরীরটা একটু দুর্বল Tab - xinc B খাওয়া যাবে কি ?,fever
"আমার ছেলের নাম : < NAME > বয়স - 15 সমস্যা পেটে ও রানের চিপায় চাকা চাকা দাউদ হয়েছে , দয়াকরে পরামর্শ দিলে উপকৃত হব ,",symptoms
"গ্রাহক ডাক্তার ভাইকে প্রশ্ন করার জন্য আপনাকে ধন্যবাদ । আপনি নিম্নলিখিত ওষুধগুলো সেবন করতে পারেন - - Tab . Flagyl 400mg ১ + ১ + ১ - - - - - ৫ দিন Cap . Sergel 20mg ১ + ০ + ১ - - - - - - - - - - - - - - ৭ দিন ( খাবার ৩০ মিনিট আগে ) ORS ১ টি প্যাকেট 500 মিলি লিটার পানির সাথে মিশিয়ে তৈরি করবেন এবং প্রতিবার পাতলা পায়খানার পর একগ্লাস করে ওর স্যালাইন পান করবেন । আপনার দিনে 6 বার প্রস্রাব হয় কিনা , সেদিকে লক্ষ্য রাখবেন । যদি প্রস্রাবের পরিমান কমে যায় ও আপনি দুর্বল বোধ করেন তাহলে অতি সত্তর নিকটস্থ হাসপাতালে যাবেন । ধন্যবাদ ।",nutrition
আমার মায়ের বয়স 34 বছর presser অনেক low শরীর অনেক দুর্বল কোনো কাজ করতে ভালো লাগে না,symptoms
"আলহামদুলিল্লাহ এখন অনেকটা সুস্থবোধ করছি । জ্বর , মাথাব্যাথা , সর্দি , গলাব্যাথা নাই । কিন্তু মাঝে মাঝে কাশি কফ আসে না । এখন শুধু Napa Extra খাইছি । গত দুই রাতে Fexo 120 একটি করে খাইছি । গতকাল sample দিছি আগামীকাল রিপোর্ট আসবে । এখন আর কোন ঔষধ খাইতে হবে ? দয়া করে জানাবেন ।",fever
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । এটা দেখতে হবে । আপনি একজন চর্ম ডাক্তার এর কাছে যান । ধন্যবাদ ।,doctor
"my wife suffering fever , sneezing , cough , weakness from yesterday . temperature 101dec . c , age : 29 , weight : 80 . . she already taken ace ( paracetamol ) . . . . but temperature did not decrease . . . what can I do now ?",symptoms
"গ্রাহক , ডাক্তার ভাইকে প্রশ্ন করার জন্য আপনাকে ধন্যবাদ । আপনি আপনার বাচ্চাকে নিম্নলিখিত ঔষধ সেবন করাতে পারেন - - Syp . Histacin আধা চা চামচ দিনে ২ বার - - - - - - - - ৭ দিন Norsol nasal drop ১ ফোটাঁ করে দুই নাসারন্ধ্রে দেবেন , দিনে ৩ বার - - - ৭ দিন",medicine
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনার বাচ্চাকে একজন শিশু বিশেষজ্ঞ চিকিৎসক কে দেখান । বার বার ঠান্ডা লাগা কোনো ক্রনিক রোগ হতে পারে । এলার্জি থেকেও হতে পারে । ধন্যবাদ ।,symptoms
ঠোটের কালো দাগ দুর করে গোলাপি করার প্রাকৃতিক উপায় কি জানালে উপকার হয় ।,symptoms
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । বাচ্চাকে শিশু বিশেষজ্ঞ ডাক্তার দেখান ।,doctor
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । ইউনানি ঔষধ এর ব্যপারে আপনাকে কোনো পরামর্শ দেয়া কঠিন । কারন ইউনানি ঔষধ সম্বন্ধে আমার জানা নাই । তবে একসাথে না খাওয়াই ভাল । ধন্যবাদ,medicine
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । চোখের পাওয়ার পরিক্ষা করতে হবে । ধন্যবাদ ।,doctor
"আমার মেয়ের বয়স ৫ বছর , সে কিছুতেই খেতে চায়না । দিন দিন শুকিয়ে যাচ্ছে । মাঝে ভিটামিন জাতীয় সিরাপ খাইয়েছি কিন্তু কাজ হচ্ছে না । আশা করি জানাবেন ।",nutrition
স্যার আমার মুখের রুচি একদম নাই । খাওয়া দাওয়া করতে পারিনা । মুখের রুচির জন্য কোন ওসুধ খাওয়া যায় । স্যার স্কয়ার এর কোন ভিটামিন সিরাপ খাওয়া যায় । যা মুখের রুচি ও শরীরে শক্তি ও বল পাব ? ? ? ? ? ?,nutrition
"আমার মিসেসের গায়ে হালকা জ্বর ও সর্দি , তার সাথে বাচ্চা বুকের দুধ পান করে । বাচ্চার বয়স ৬ মাস । আমার মিসেসকে এখন কি ঔষধ খাওয়ানো যেতে পারে । জানালে উপকৃত হতাম ।",fever
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । Tab Fexo 120 mg 1 + 0 + 0 5 days । জ্বর কত বলতে হবে ? মাড়ি র জন্য দাতের ডাক্তার দেখান । ধন্যবাদ ।,fever
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । একজন শিশু বিশেষজ্ঞের সাথে যোগাযোগ করুন । ধন্যবাদ ।,doctor
"আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনার প্রশ্ন সঠিক ভাবে বোঝা যাচ্ছে না । মনে হচ্ছে আপনি সাপজিটরির কথা বলতে চাচ্ছেন । যদি তাই হয় , কেন পায়খানা কষা হচ্ছে তা জানা জরুরি । আপনি বাচ্চাকে একজন শিশু বিশেষজ্ঞ কে দেখান । ধন্যবাদ ।",emergency
মুখে মেছতার কালো দাগ দূর করার কোন ক্রিম ভালো মানে আছে জানাবেন,symptoms
ডাক্তার ভাইতে প্রশ্ন করার জন্যে আপনাকে ধন্যবাদ । আপনি একজন মেডিসিন বিশেষজ্ঞ চিকিৎসক এবং একজন ডেন্টিস্ট দেখাতে পারেন ।,doctor
"ঘুম থেকে উঠার পর বুকের ডান পাশে ব্যাথা হয় ! ৷ লম্বা শাস নিলে , হাত উপরে তুললে ব্যাথা করে না ! বুকে চাপ দিলে , সামনের দিকে ঝুঁকলে ব্যাথা হয় ! কিছুক্ষণ পরেই ব্যাথা ঠিক হয়ে যায় ! মাঝে মধ্যে বুক টান - টান ৷ করলে , ভিতরে একটা শব্দ হয়ে ব্যাথা ঠিক হয়ে যায় ! Any suggestions ?",symptoms
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । ইদানীং আবহাওয়া পরিবর্তনের জন্য জ্বর মাথা ব্যাথা হতে পারে । tab . Napa rapid 1 + 1 + 1 ও tab . fexo120 mg 0 + 0 + 1 খাওয়াবেন । জ্বর বেশি আসলে শরীর স্পন্জ করবেন ।,fever
"ডাক্তারভাইকে প্রশ্ন করার জন্য ধন্যবাদ । বাচ্চাকে খাবার নিয়ে বেশি জোর করবেন না । ক্ষুধা অনুভব হলে সে অবশ্যই খাবে । আপাতপক্ষে , Syp Pogo - - 1 TSF 2 times daily after meal for 1 month দিতে পারেন । লাভবান না হলে , বাচ্চার শরীর অসুস্থতার দিকে গেলে দ্রুত শিশু বিশেষজ্ঞের পরামর্শ নিবেন । ধন্যবাদ ।",nutrition
"আমি গত ১৫ইজুন কোভিড পজেটিভ হই । ১লা জুলাই নেগেটিভ আসে । এরপর থেকে নানা ধরনের সমস্যায় পড়তে থাকি । গত ৩০শে জুলাই শ্বাসকষ্টের জন্য বক্ষব্যাধী বিশেষজ্ঞ দেখাই । এরপরেও অবস্থার উন্নতি না হওয়ায় আমি আবার ডাক্তারের শরণাপন্ন হই , এবং মস্তিষ্কের সমস্যা অনুভব করতে থাকি । এখন ১জন ডাক্তারের সাথে পরামর্শ নিলাম সে বললো মিনি স্ট্রোক এর কথা , কারন আগষ্ট মাসের মাঝামাঝি ১দিন সকাল ১০টার দিকে আমার প্রচণ্ড খারাপ লাগা শুরু হয় , চোখে ঝাপসা দেখি কিছু সময় আমার ব্রেইন নিস্তেজ হয়ে পড়েছিল । এখন আমি কিভাবে শিউর হতে পারি স্ট্রোকের ব্যাপারে ? ?",emergency
"amr baby girl 4 Years + , hotat kore dekhi upper lip blackish hoie jasse , akhon ki medicine khaobo , r kon speciality dr dekhabo , suggesion pls",symptoms
আসসালামু আলাইকুম ডাক্তার ভাই গারে আর পায়ে প্রচুর চুলকানি । চুলকানির পর জ্বালা এখন ডাক্তার ভাই কি করতে পারি ?,symptoms
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি একটি পেটের আল্ট্রাসনোগ্রাম করে একজন ডাক্তারের পরামর্শ নিন । ধন্যবাদ,doctor
আমার খাবার খাওয়ার পর বমি বমি লাগে গত দুই দিন থেকে । কি সমস্যা ?,nutrition
"ডাক্তার ভাইতে প্রশ্ন করার জন্যে আপনাকে ধন্যবাদ । যেহেতু নাপা খেলে কমে গিয়ে আবার হচ্ছে , তাই আমার মনে হয় একজন মেডিসিন বিশেষজ্ঞ চিকিৎসক কে দেখিয়ে পরবর্তী পদক্ষেপ নেওয়া ভালো হবে ।",medicine
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি বাজে অভ্যাস চ্যাগ করার চেষ্টা করুন । একজন মানুষিক ডাক্তার ও একজন মেডিসিন বিশেষজ্ঞ কে দেখান । ধন্যবাদ,doctor
কানে প্রচন্ড ব্যাথা কি উশধ খেতে পারি জরুরি পরামর্শ প্রজন,emergency
Thank you for asking your question to daktarbhai . Apni akjon paediatric doctor er shate consult korun . . Apnar cheler buke kof ache kina X - ray kore dekte hobe abong oke physically check up korte hobe .,symptoms
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । এই সমস্যার জন্য সরাসরি রোগী দেখা প্রয়োজন Tab HPR এবং Cap Sergel MUPS ঔষধ গুলো সকালে এবং রাতে খাওয়াতে পারেন আপনি সরাসরি একজন Gynaecologist এর পরামর্শ নিন ধন্যবাদ,medicine
"ডাক্তার ভাইতে প্রশ্ন করার জন্যে আপনাকে ধন্যবাদ । আপনি একজন নাক , কান , গলা বিশেষজ্ঞ চিকিৎসক এর পরামর্শ নিবেন । আপাতত tab - fexo 120 mg 0 + 0 + 1 ৭ দিন খাবেন ।",medicine
"সমস্যা আমার স্ত্রী , সাত দিন জ্বর ও মাথাব্যাথা , নাপা ৫দিন খাওয়ানো হলে জ্বর কম থাকে তবে সম্পুর্ন ভাল হয় না , মাথাব্যাথা থাকে ৬ষ্ঠ , ৭ম , ৮ম , দিন "" এন্টিবায়োটিক জি ম্যাক্স "" খাওয়ানো হলেও মাথার পিছন অংশে ব্যাথা ও জ্বর আছে "" ১০১ "" অনুগ্রহ করে সমাধান ও পরামর্শ জানাবেন",fever
আমার মুখে নাকের উপর whiteheads দেখা দিয়েছে । এটি থেকে কিভাবে মুক্তি পেতে পারি ?,symptoms
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ আপনি খাওয়ার আগে Tab Motigut 10mg প্রতি বেলা ১টা করে এবং Cap Sergel 40mg সকাল ও রাতে ১ টা করে খাওয়াবেন । আপনি একজন Medicine specialist এর পরামর্শ নিন । ধন্যবাদ,medicine
"আমার স্ত্রির বয়স ২০ বছর । গত কয়েকদিন ধরে ১০০ - ১০২ জর , নাপা খেলে কয়েক ঘন্টা কমে , আবার উঠে , সাথে বমি বমি ভাব , হাচি , কাশি , শরীর দুরবল , খাওয়ায় অরুচি । কিভাবে সেরে উঠতে পারবে ? ? ?",fever
"আমার মেয়ের বয়স ৮ মাস । ২ দিন যাবৎ সর্দি , নাক দিয়ে পানি পড়েছে । খাবারের মাঝে বমিও করছে । কোনো ডাক্তারও পাচ্ছি না । কি করা যায় ।",fever
"৭ দিন যাবত আমি জ্বরে ভুগছিলাম , এখন আমার জ্বর ভালো হয়েছে কিন্তু মাথা ব্যাথা কমেনি এবং এখন খাবারের রুচি একদমই নাই , এখন আমি কি করতে পারি ?",fever
"ultrasonography test korla ki aga sex kora hoisa kina , abortion hoisa kina Jana ki jai",symptoms
"হাই , আমি প্রায় ২ - ২ . ৫ বছর আই . ভি ড্রাগ এ্যাবিউজার ছিলাম । বিগত প্রায় ৪ বছর সফলতার সাথে আমি এই অ্যাডিকশান থেকে নিজেকে মুক্ত করেছি । কিন্তু আমার বেশিরভাগ শিরা ব্লক হয়ে আছে অনেকদিন হলো । বিশেষ করে আমার হাতের শিরাগুলো বেশি ক্ষতিগ্রস্ত । আমি ভারি কিছু তুললে আমার হাতে প্রচন্ড ব্যাথা করে ও হাতের তালু অস্বাভাবিক ভাবে ফুলে যায় । বিশেষায়িত কোনো সংস্হা কি আছে এই iv abuser দের medical support provide করে । অথবা কি ভাবে আমি সঠিক চিকিৎসা পাবো প্লিজ জানাবেন ।",nutrition
ডাক্তার ভাইতে প্রশ্ন করার জন্য আপনাকে ধন্যবাদ । আপনি একজন ইনফার্টিলিটি বিশেষজ্ঞ চিকিৎসক এর পরামর্শ নিবেন । আর ওজন একটু কমানোর চেষ্টা করবেন । মাসিক ঠিকমত না হলে Tab - normens 5 mg 1 + 1 + 1 ২১ দিন খেতে পারেন,medicine
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । দাতের অপারেশন এর পরে অবশ্যই ডাক্তারের ব্যাথার ঔষধ দেয়ার কথা । আপনি ডাক্তারের পরামর্শ মত ঔষধ খেতে থাকেন । বাড়তি ঔষধ খাবেন না । প্রয়োজনে আপনার ডাক্তারের কাছে আবার পরামর্শ নিন । লেবুর রস খেতে পারবেন । ধন্যবাদ,medicine
ওয়ালাইকুম আসসালাম । এই মেডিসিন টা আপনাকে সারাজীবন খেয়ে যেতে হবে । এই কম্পানির না পেলে অন্য কম্পানির কিনে খেতে হবে কিন্তু এই ঔষধ বন্ধ করা যাবে না । অন্য কম্পানির যেমন Cabretol or Anleptic CR নামে ও পাওয়া যায় । কিন্তু আপনার ডাক্তার এর পরামর্শ অনুযায়ী খাওয়া ভালো হবে । এতে করে আগের অবস্থা আর এখন কার অবস্থা অনুযায়ী ওষুধ এর ডোস ঠিক করে নিতে পারেন । ধন্যবাদ,medicine
"ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । Tab Xinc B , 1 + 0 + 1 , 10 days . এছাড়া , প্রচুর পরিমানে স্যালাইন , ডাবের পানি খাবেন । ধন্যবাদ",medicine
"Sir , Amr babyter boiyos 08 mas . Sir babyter gutokal dupor hoite nag r choj dea jol pore r jor ase surire . Sir , napa khawasi jor kome aber jor ache . Ekn ki kurbo sir",symptoms
"Thank you for your question . Its very difficult to answer your question as there are lot of cause for headache . Check your eyesight from a eye specialist . Do you have migraine if so avoid crowded place , coffee , chocolate . Avoid tension . Take sound sleeps . Consult with a doctor physically and do the relevant test for diagnosis of headache . Thank you .",doctor
চোখ হঠাৎ করে চুলকাচ্ছে আর পানি পড়তেছে আগে কোন এই রকম হয় নাই আর অনেক খারাপ লাগতেছে এখন এটার জন্য কি করনীয় ?,symptoms
"Sir , ATV 10 mg tablet ki putidin 1ta kore tablet khete hoi naki 1 / 2 .",medicine
"স্যার আমি প্রায় দুই মাস আগে ওয়েল্ডিং করতে গিয়ে আমার ডান হাত এর ১২ % পুড়ে যায় । তাই ডাক্তার ৬ বার ড্রেসিং করার পর আমার হাত মোটামুটি ভালো আছে , কিন্তু আমার হাত এর চামড়া পুরো ওঠানোর কারনেই হাত এর দাগ থেকে যায় , ডাক্তার ভেসলিন ব্যবহার করতে বলসে কিন্তু আজ প্রায় ২০ ভেসলিন ব্যবহার করছি কোন দাগ ই এখনো যায় নাই , আমার হাত এখনো লাল এবং অনক যায়গা সাদা হয়ে আছে , তাই আমি দাগ দূর করার জন্য কি ব্যবহার করতে পারি ? ?",symptoms
ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । আপনি এ বিষয়ে একজন ডেন্টিস্ট এর সাথে কথা বলুন । ধন্যবাদ,doctor
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি ইতিমধ্যে প্রাথমিক ঔষধ খেয়েছেন । আপনার চর্ম রোগের ডাক্তারকে আবার দেখান । ধন্যবাদ,doctor
"Thanks for questioning daktarbhai . Please stop Filmet ds and start Tab . Ciprofloxacin 500mg 1 + 0 + 1 for 7 days Cap . Receca 100mg 1 + 0 + 1 for 3 days Take 1 packed ORS saline after each loose motion . Eat chira , jaw vaat with kacha kola . Thanks",medicine
"বয়স ২৮ বছর , বিয়ে হয়েছিল ১২ বছর আগে , এক বছর পরে ডিভোর্স হয়ে যায় , আর বিয়ে হয় নি । বিগত ২ বছর ধরে ব্রেস্ট ব্যাথা করে , বুকে চাপ দিয়ে ধরে , শ্বাসকষ্ট হয়",symptoms
My son of 2 . 5 year old is suffering from tooth decay . Edge of one front tooth has already broken down and some teeth also about to break . What should I do to protect rest of the teeth ?,symptoms
আমার করনা পজিটিভ আছে । কিন্তু এখন আমি কোন অসুস্থ মনে করছি না ! এখন আমি কি ওষুধ খাব ?,symptoms
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । M kast একটি ঠান্ডার ঔষধ যা ঠান্ডা বা এজমা প্রতিরোধ করে । আপনি খেতে পারেন । কিন্তু এই মুহুর্তে শ্বাস কষ্ট হলে তা কমাতে পারবে না । আপনি একজন রেসপিরেটরি ডাক্তারের পরামর্শ নিন । ধন্যবাদ,symptoms
sir 2 din jabot jor thanda kashi ki korbo ?,symptoms
